Version, File, size, LOC_touched, LOC_added, MAX_LOC_Added, AVG_LOC_Added
2, hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/AbstractBenchmark.java, 105, 207, 156, 52, 2
2, hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestDeadlock.java, 272, 272, 272, 272, 272
2, hedwig-client/src/main/cpp/test/utiltest.cpp, 94, 94, 94, 47, 90
2, hedwig-server/pom.xml, 202, 326, 264, 16, 1
2, hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java, 48, 52, 50, 25, 2
2, hedwig-protocol/src/main/java/org/apache/hedwig/exceptions/PubSubException.java, 162, 164, 163, 82, 1
2, hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheWhiteBox.java, 268, 286, 277, 139, 9
2, hedwig-client/src/main/cpp/inc/hedwig/client.h, 95, 95, 95, 24, 80
2, bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java, 66, 82, 74, 37, 69
2, hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java, 72, 74, 73, 24, 1
2, hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java, 132, 158, 145, 36, 3
2, bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java, 196, 208, 202, 101, 195
2, hedwig-client/src/main/cpp/inc/hedwig/subscribe.h, 54, 54, 54, 27, 52
2, hedwig-client/src/main/cpp/aminclude.am, 186, 186, 186, 186, 186
2, bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieJournalRollingTest.java, 259, 345, 302, 50, 222
2, hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigConsole.java, 1041, 1071, 1056, 528, 1029
2, hedwig-client/src/main/cpp/test/pubsubtest.cpp, 609, 747, 678, 136, 48
2, hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerPipelineFactory.java, 76, 80, 78, 39, 2
2, hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java, 242, 256, 249, 50, 3
2, hedwig-server/src/main/resources/findbugsExclude.xml, 25, 25, 25, 25, 25
2, bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java, 215, 239, 227, 76, 8
2, hedwig-server/src/main/java/org/apache/hedwig/server/common/ByteStringInterner.java, 45, 45, 45, 45, 45
2, doc/hedwigConsole.textile, 187, 187, 187, 187, 187
2, hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigRegion.java, 265, 281, 273, 68, 3
2, bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java, 158, 164, 161, 54, 157
2, bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java, 27, 49, 38, 13, 27
2, bookkeeper/src/main/java/org/apache/bookkeeper/proto/ServerStats.java, 0, 296, 148, 74, 148
2, hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/ZkSubscriptionManager.java, 227, 331, 279, 93, 2
2, bookkeeper/src/main/java/org/apache/bookkeeper/proto/BookieServer.java, 0, 418, 209, 105, 209
2, hedwig-client/src/main/cpp/config.h.in, 0, 112, 56, 28, 56
2, bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerCreateDeleteTest.java, 74, 74, 74, 74, 74
2, NOTICE.txt, 0, 14, 7, 2, 6
2, bookkeeper/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java, 0, 248, 124, 62, 124
2, bookkeeper/src/main/java/org/apache/bookkeeper/util/Main.java, 0, 108, 54, 27, 54
2, hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java, 84, 98, 91, 30, 2
2, bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/UpgradeTest.java, 249, 277, 263, 53, 1
2, doc/bookkeeperProgrammer.textile, 99, 539, 319, 106, 219
2, bookkeeper/src/test/java/org/apache/bookkeeper/test/BookieClientTest.java, 0, 464, 232, 116, 232
2, hedwig-client/src/main/cpp/lib/channel.cpp, 489, 525, 507, 127, 6
2, hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java, 94, 104, 99, 33, 5
2, hedwig-client/src/main/cpp/lib/subscriberimpl.cpp, 475, 509, 492, 82, 2
2, doc/bookkeeperJMX.textile, 32, 32, 32, 32, 32
2, hedwig-server/src/main/java/org/apache/hedwig/server/persistence/Factory.java, 22, 22, 22, 22, 22
2, hedwig-client/src/main/cpp/test/servercontrol.h, 0, 132, 66, 33, 66
2, hedwig-server/lib/README, 0, 8, 4, 2, 4
2, doc/index.textile, 44, 48, 46, 9, 3
2, hedwig-client/src/main/cpp/scripts/tester.sh, 139, 159, 149, 50, 10
2, bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java, 31, 65, 48, 10, 4
2, hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java, 906, 1288, 1097, 183, 34
2, hedwig-client/src/main/cpp/test/Makefile.am, 26, 34, 30, 10, 3
2, hedwig-server/bin/hedwig, 157, 177, 167, 24, 1
2, hedwig-server/src/test/java/org/apache/hedwig/server/HedwigHubTestBase.java, 154, 184, 169, 28, 2
2, doc/bookkeeperInternals.textile, 84, 84, 84, 84, 84
2, hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClient.java, 360, 380, 370, 123, 2
2, hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheBean.java, 64, 130, 97, 32, 19
2, bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CookieTest.java, 321, 325, 323, 162, 2
2, bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestReadTimeout.java, 101, 111, 106, 35, 101
2, hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestUpdateSubscriptionState.java, 246, 246, 246, 246, 246
2, doc/hedwigJMX.textile, 32, 32, 32, 32, 32
2, bookkeeper-server/pom.xml, 148, 638, 393, 21, 12
2, hedwig-client/src/main/cpp/test/pubsubdatatest.cpp, 51, 51, 51, 26, 47
2, bookkeeper-server/src/main/resources/NOTICE.bin.txt, 33, 33, 33, 17, 30
2, hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java, 299, 305, 302, 76, 2
2, hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java, 104, 164, 134, 67, 30
2, hedwig-client/src/main/java/org/apache/hedwig/util/Pair.java, 42, 42, 42, 42, 42
2, bookkeeper-server/conf/log4j.properties, 72, 98, 85, 21, 2
2, hedwig-server/src/main/java/org/apache/hedwig/server/topics/TrivialOwnAllTopicManager.java, 57, 61, 59, 20, 2
2, hedwig-client/src/main/java/org/apache/hedwig/client/data/MessageConsumeData.java, 58, 60, 59, 30, 1
2, hedwig-client/src/main/java/org/apache/hedwig/client/netty/ClientChannelPipelineFactory.java, 58, 68, 63, 21, 2
2, hedwig-server/src/test/java/org/apache/hedwig/HelperMethods.java, 58, 62, 60, 30, 2
2, hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHub.java, 726, 846, 786, 131, 16
2, hedwig-server/src/main/java/org/apache/hedwig/admin/console/ReadTopic.java, 355, 359, 357, 179, 357
2, scripts/README.txt, 0, 78, 39, 20, 39
2, hedwig-client/src/main/cpp/m4/ax_boost_base.m4, 252, 252, 252, 252, 252
2, bookkeeper/src/main/java/org/apache/bookkeeper/client/BKException.java, 0, 498, 249, 125, 249
2, hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/FakeBookie.java, 101, 201, 151, 50, 2
2, bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieLayoutVersionTest.java, 0, 594, 297, 59, 28
2, bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java, 0, 396, 198, 99, 198
2, bookkeeper/src/test/java/org/apache/bookkeeper/test/BookieFailureTest.java, 0, 610, 305, 153, 305
2, bookkeeper/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java, 0, 276, 138, 69, 138
2, hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PubSubCallback.java, 88, 94, 91, 30, 2
2, bookkeeper/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java, 0, 336, 168, 84, 168
2, hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheValue.java, 94, 100, 97, 32, 2
2, hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java, 668, 800, 734, 122, 14
2, hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/StubSubscriptionManager.java, 52, 54, 53, 27, 1
2, hedwig-client/src/main/cpp/Makefile.am, 29, 29, 29, 29, 29
2, hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookkeeperPersistenceManagerWhiteBox.java, 139, 145, 142, 47, 1
2, hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java, 124, 130, 127, 64, 3
2, hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java, 355, 551, 453, 76, 5
2, hedwig-server/src/test/java/org/apache/hedwig/StubCallback.java, 51, 51, 51, 51, 51
2, bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalLedgerDeleteTest.java, 43, 51, 47, 24, 47
2, hedwig-client/src/main/cpp/hedwig-0.1.pc.in, 30, 30, 30, 30, 30
2, hedwig-client/src/main/cpp/lib/clientimpl.cpp, 396, 404, 400, 100, 7
2, hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManagerWithRangeScan.java, 27, 29, 28, 14, 1
2, bookkeeper/src/test/java/org/apache/bookkeeper/test/BookieRecoveryTest.java, 0, 800, 400, 200, 400
2, hedwig-client/src/main/cpp/lib/exceptions.cpp, 31, 31, 31, 16, 27
2, hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java, 744, 826, 785, 131, 36
2, bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerLayoutTest.java, 134, 144, 139, 70, 136
2, bookkeeper/src/main/java/org/apache/bookkeeper/bookie/BookieException.java, 0, 162, 81, 41, 81
2, hedwig-client/src/main/cpp/inc/hedwig/callback.h, 50, 50, 50, 25, 45
2, bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java, 0, 280, 140, 70, 140
2, hedwig-server/src/test/java/org/apache/hedwig/server/HedwigRegionTestBase.java, 251, 303, 277, 55, 2
2, bookkeeper-benchmark/src/test/java/org/apache/bookkeeper/benchmark/TestBenchmark.java, 216, 224, 220, 55, 2
2, hedwig-client/src/main/cpp/lib/eventdispatcher.cpp, 102, 140, 121, 40, 19
2, hedwig-client/src/main/java/org/apache/hedwig/util/Callback.java, 47, 55, 51, 26, 4
2, bookkeeper-benchmark/pom.xml, 148, 226, 187, 12, 1
2, bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java, 147, 151, 149, 75, 144
2, hedwig-server/src/main/java/org/apache/hedwig/admin/console/JLineHedwigCompletor.java, 92, 92, 92, 92, 92
2, hedwig-client/src/main/cpp/lib/channel.h, 169, 169, 169, 42, 156
2, hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestSubUnsubHandler.java, 166, 188, 177, 89, 11
2, hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistRequest.java, 58, 60, 59, 30, 1
2, bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java, 91, 91, 91, 91, 91
2, hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicOwnershipChangeListener.java, 28, 28, 28, 28, 28
2, hedwig-client/src/main/cpp/lib/Makefile.am, 32, 34, 33, 17, 1
2, bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java, 549, 587, 568, 63, 377
2, hedwig-client/pom.xml, 137, 215, 176, 15, 2
3, hedwig-server/src/main/java/org/apache/hedwig/server/common/UnexpectedError.java, 35, 37, 36, 18, 1
3, hedwig-client/src/test/java/org/apache/hedwig/util/TestFileUtils.java, 41, 43, 42, 21, 1
3, hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerMXBean.java, 63, 141, 102, 26, 21
3, bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java, 51, 93, 72, 24, 19
3, hedwig-protocol/Makefile, 0, 52, 26, 13, 26
3, hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java, 179, 213, 196, 33, 10
3, scripts/hw.bash, 0, 1468, 734, 367, 734
3, hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelHandler.java, 284, 284, 284, 142, 261
3, hedwig-server/src/test/resources/log4j.properties, 72, 86, 79, 20, 2
3, hedwig-client/src/main/cpp/lib/util.cpp, 183, 205, 194, 28, 9
3, hedwig-server/src/test/java/org/apache/hedwig/server/LoggingExceptionHandler.java, 35, 51, 43, 11, 3
3, hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestMMTopicManager.java, 321, 413, 367, 61, 2
3, bookkeeper-server/bin/bookkeeper-daemon.sh, 175, 181, 178, 45, 146
3, hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookieBenchmark.java, 106, 194, 150, 25, 2
3, conf/hw_server_sample.conf, 0, 20, 10, 5, 10
3, bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java, 45, 71, 58, 29, 43
3, bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringEntryFormatter.java, 47, 81, 64, 32, 46
3, hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheBlackBox.java, 54, 54, 54, 54, 54
3, scripts/hwServer.sh, 0, 202, 101, 51, 101
3, hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java, 90, 122, 106, 21, 11
3, hedwig-server/src/test/java/org/apache/hedwig/StubScanCallback.java, 57, 57, 57, 57, 57
3, hedwig-client/src/main/cpp/lib/client.cpp, 66, 70, 68, 9, 4
3, hedwig-server/src/main/java/org/apache/hedwig/server/persistence/MapMethods.java, 62, 62, 62, 62, 62
3, hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java, 35, 37, 36, 18, 35
3, bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTable.java, 172, 172, 172, 172, 172
3, hedwig-client/src/main/cpp/lib/multiplexsubscriberimpl.h, 193, 333, 263, 132, 191
3, hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanInfo.java, 27, 55, 41, 10, 27
3, hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java, 191, 211, 201, 40, 2
3, bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieAccessor.java, 35, 127, 81, 20, 46
3, hedwig-client/src/main/cpp/m4/ax_doxygen.m4, 533, 533, 533, 533, 533
3, bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java, 43, 109, 76, 13, 9
3, bookkeeper/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java, 0, 340, 170, 85, 170
3, bookkeeper-server/src/test/java/org/apache/bookkeeper/metastore/MetastoreScannableTableAsyncToSyncConverter.java, 59, 59, 59, 59, 59
3, hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkHubServerManager.java, 306, 318, 312, 156, 6
3, bookkeeper/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java, 0, 418, 209, 105, 209
3, hedwig-client/src/main/java/org/apache/hedwig/util/Either.java, 50, 50, 50, 50, 50
3, hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java, 437, 443, 440, 147, 424
3, hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStopDeliveryHandler.java, 74, 80, 77, 26, 2
3, hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyPublishHander.java, 62, 62, 62, 62, 62
3, hedwig-client/src/main/java/org/apache/hedwig/client/api/MessageHandler.java, 48, 64, 56, 19, 5
3, doc/doc.txt, 0, 34, 17, 9, 17
3, hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestBaseHandler.java, 116, 122, 119, 60, 3
3, bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTestClient.java, 71, 77, 74, 19, 1
3, bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java, 109, 109, 109, 36, 64
3, bookkeeper/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java, 0, 196, 98, 49, 98
3, hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryEndPoint.java, 28, 28, 28, 28, 28
3, hedwig-client/src/main/java/org/apache/hedwig/filter/ServerMessageFilter.java, 47, 105, 76, 38, 29
3, bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/BookieLedgerIndexTest.java, 230, 332, 281, 70, 233
3, bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java, 4088, 4140, 4114, 588, 1
3, bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieRecoveryTest.java, 0, 92, 46, 23, 46
3, hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeReconnectCallback.java, 0, 278, 139, 20, 2
3, pom.xml, 0, 0, 0, 0, 0
3, bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConditionalSetTest.java, 118, 128, 123, 31, 3
3, hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestServerStats.java, 41, 51, 46, 12, 4
3, bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java, 778, 2140, 1459, 52, 1
3, bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorPeriodicCheckTest.java, 273, 317, 295, 148, 22
3, hedwig-server/src/test/java/org/apache/hedwig/client/netty/TestMultiplexing.java, 430, 442, 436, 109, 1
3, bin/find-new-patch-available-jiras, 129, 129, 129, 129, 129
3, doc/metastore.textile, 47, 47, 47, 47, 47
3, hedwig-client/src/main/cpp/inc/hedwig/exceptions.h, 57, 59, 58, 19, 51
3, hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java, 143, 143, 143, 72, 138
3, bin/test-patch-05-patch-raw-analysis, 153, 153, 153, 153, 153
3, bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/SnapshotMap.java, 0, 264, 132, 66, 132
3, bookkeeper/src/main/java/org/apache/bookkeeper/client/SyncCounter.java, 0, 170, 85, 43, 85
3, bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java, 0, 160, 80, 40, 80
3, hedwig-client/src/main/java/org/apache/hedwig/filter/ClientMessageFilter.java, 24, 30, 27, 14, 3
3, doc/hedwigBuild.textile, 42, 168, 105, 35, 63
3, hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ServerRedirectLoopException.java, 38, 42, 40, 20, 2
3, bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CreateNewLogTest.java, 102, 104, 103, 52, 1
3, hedwig-client/src/main/cpp/m4/gtest.m4, 74, 74, 74, 74, 74
3, hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java, 798, 1138, 968, 54, 14
3, bookkeeper/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java, 0, 294, 147, 74, 147
3, bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/Value.java, 154, 154, 154, 154, 154
3, hedwig-server/src/main/java/org/apache/hedwig/server/delivery/ChannelEndPoint.java, 90, 90, 90, 30, 81
3, hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java, 80, 92, 86, 29, 6
3, hedwig-client/src/main/cpp/m4/ax_boost_asio.m4, 111, 111, 111, 111, 111
3, hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java, 86, 102, 94, 24, 2
3, hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MMSubscriptionManager.java, 134, 188, 161, 40, 82
3, bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java, 466, 876, 671, 67, 31
3, bookkeeper/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java, 0, 1042, 521, 261, 521
3, hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubProxy.java, 36, 92, 64, 21, 17
3, hedwig-client/src/main/cpp/lib/clientimpl.h, 493, 597, 545, 68, 5
3, bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java, 27, 133, 80, 40, 53
3, hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigJMXService.java, 37, 85, 61, 12, 4
3, hedwig-server/src/test/java/org/apache/hedwig/server/delivery/TestFIFODeliveryManager.java, 297, 351, 324, 162, 27
3, hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubInfo.java, 162, 162, 162, 162, 162
3, bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java, 665, 667, 666, 333, 1
3, hedwig-client/src/main/cpp/test/main.cpp, 88, 152, 120, 20, 1
3, compat-deps/bookkeeper-server-compat-4.1.0/pom.xml, 93, 95, 94, 47, 1
3, bookkeeper/src/main/java/org/apache/bookkeeper/util/MathUtils.java, 0, 76, 38, 19, 38
3, hedwig-server/src/main/resources/p12.pass, 1, 1, 1, 1, 1
3, hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheMXBean.java, 45, 57, 51, 17, 1
3, bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java, 582, 656, 619, 69, 7
3, doc/bookkeeperStream.textile, 124, 124, 124, 124, 124
3, hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleHChannelManager.java, 358, 370, 364, 91, 308
3, bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CompactionTest.java, 295, 397, 346, 69, 1
3, bookkeeper-server/src/test/java/org/apache/bookkeeper/util/TestUtils.java, 52, 52, 52, 52, 52
3, bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java, 136, 148, 142, 47, 139
3, bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java, 108, 108, 108, 108, 108
3, bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java, 557, 667, 612, 56, 1
3, bookkeeper-server/src/main/java/org/apache/bookkeeper/util/EntryFormatter.java, 77, 77, 77, 77, 77
3, bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java, 236, 262, 249, 23, 1
3, hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ResubscribeException.java, 34, 84, 59, 20, 17
3, bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkVersion.java, 69, 75, 72, 36, 3
3, bookkeeper/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java, 0, 346, 173, 87, 173
3, hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java, 49, 49, 49, 49, 49
3, hedwig-client/src/main/cpp/lib/filterablemessagehandler.cpp, 45, 55, 50, 17, 5
3, hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java, 213, 269, 241, 60, 163
3, bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreException.java, 34, 68, 51, 26, 17
3, hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java, 117, 147, 132, 33, 2
3, bookkeeper/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java, 0, 1146, 573, 287, 573
3, bookkeeper/README.txt, 0, 124, 62, 31, 62
3, bookkeeper-server/src/test/java/org/apache/bookkeeper/test/MultiLedgerManagerTestCase.java, 56, 898, 477, 22, 43
3, hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyCloseSubscriptionHandler.java, 70, 96, 83, 42, 62
3, bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java, 503, 651, 577, 144, 234
3, bookkeeper/src/main/java/org/apache/bookkeeper/proto/BookieClient.java, 0, 356, 178, 89, 178
3, hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookkeeperBenchmark.java, 93, 163, 128, 26, 2
3, bookkeeper/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java, 0, 408, 204, 102, 204
3, bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java, 244, 328, 286, 41, 12
3, hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryCallback.java, 27, 27, 27, 27, 27
3, hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestZkTopicManager.java, 329, 353, 341, 57, 2
3, bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorBookieTest.java, 309, 391, 350, 58, 277
3, bookkeeper-server/bin/bookkeeper, 176, 252, 214, 16, 3
3, hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubPersistenceManager.java, 137, 149, 143, 24, 12
3, hedwig-client/src/main/java/org/apache/hedwig/filter/MessageFilter.java, 0, 140, 70, 35, 70
3, bin/test-patch-09-javadoc, 118, 118, 118, 118, 118
3, bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java, 350, 356, 353, 39, 216
3, doc/bookkeeperOverview.textile, 185, 207, 196, 49, 47
3, bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java, 188, 318, 253, 21, 5
3, bookkeeper-server/src/test/java/org/apache/bookkeeper/test/IndexCorruptionTest.java, 0, 342, 171, 43, 166
3, bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java, 939, 1521, 1230, 42, 26
3, bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java, 60, 104, 82, 27, 21
3, doc/bookieRecovery.textile, 79, 115, 97, 32, 41
3, bookkeeper/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java, 0, 122, 61, 31, 61
3, bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/TestLedgerManager.java, 325, 397, 361, 60, 5
3, hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/ResubscribeCallback.java, 0, 370, 185, 19, 2
3, bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java, 248, 250, 249, 125, 1
3, bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/BookieAutoRecoveryTest.java, 418, 418, 418, 418, 418
3, hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelImpl.java, 371, 371, 371, 371, 371
3, hedwig-client/src/main/java/org/apache/hedwig/client/netty/ConnectCallback.java, 0, 272, 136, 19, 2
3, hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java, 489, 535, 512, 64, 2
3, hedwig-client/src/main/cpp/test/subscribetest.cpp, 253, 611, 432, 72, 52
3, bookkeeper-server/src/test/java/org/apache/bookkeeper/client/ClientUtil.java, 36, 80, 58, 12, 5
3, hedwig-client/src/test/java/org/apache/hedwig/util/TestPathUtils.java, 54, 58, 56, 28, 2
3, hedwig-server/src/test/java/org/apache/hedwig/server/netty/WriteRecordingChannel.java, 170, 170, 170, 170, 170
3, conf/log4j.properties, 77, 111, 94, 19, 2
3, hedwig-client/src/main/cpp/log4cpp.conf, 0, 98, 49, 25, 49
3, hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CancelScanRequest.java, 27, 31, 29, 15, 22
3, bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/TestZkVersion.java, 65, 73, 69, 23, 1
3, hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/TrueFilter.java, 0, 66, 33, 11, 32
