Dataset, Balancing, Feature Selection, Training Release, Classifier, Training% of total, Positive% in training, Positive% in testing, TP, FP, TN, FN, Precision, Recall, Auc, kappa
ZOOKEEPER, UnderSampling, None, 4, NaiveBayes, 73.31449333871619, 62.940528634361236, 65.9606656580938, 222.0, 12.0, 213.0, 214.0, 0.9487179487179487, 0.5091743119266054, 0.8809887869520897, 0.3744881124854494
ZOOKEEPER, UnderSampling, None, 4, RandomForest, 73.31449333871619, 62.940528634361236, 65.9606656580938, 421.0, 0.0, 225.0, 15.0, 1.0, 0.9655963302752294, 1.0, 0.9502670980362652
ZOOKEEPER, UnderSampling, None, 4, IBk, 73.31449333871619, 62.940528634361236, 65.9606656580938, 429.0, 0.0, 225.0, 7.0, 1.0, 0.9839449541284404, 0.9896788990825688, 0.976593129195607
ZOOKEEPER, OverSampling, None, 4, NaiveBayes, 73.31449333871619, 62.940528634361236, 65.9606656580938, 223.0, 10.0, 215.0, 213.0, 0.9570815450643777, 0.5114678899082569, 0.9088583078491336, 0.38333619207389785
ZOOKEEPER, OverSampling, None, 4, RandomForest, 73.31449333871619, 62.940528634361236, 65.9606656580938, 418.0, 0.0, 225.0, 18.0, 1.0, 0.9587155963302753, 1.0, 0.9405094050940508
ZOOKEEPER, OverSampling, None, 4, IBk, 73.31449333871619, 62.940528634361236, 65.9606656580938, 432.0, 0.0, 225.0, 4.0, 1.0, 0.9908256880733946, 0.9975229357798165, 0.9865816771888514
ZOOKEEPER, SMOTE, None, 4, NaiveBayes, 73.31449333871619, 62.940528634361236, 65.9606656580938, 228.0, 14.0, 211.0, 208.0, 0.9421487603305785, 0.5229357798165137, 0.9178389398572885, 0.3811853213794733
ZOOKEEPER, SMOTE, None, 4, RandomForest, 73.31449333871619, 62.940528634361236, 65.9606656580938, 434.0, 0.0, 225.0, 2.0, 1.0, 0.9954128440366973, 1.0, 0.9932764390556499
ZOOKEEPER, SMOTE, None, 4, IBk, 73.31449333871619, 62.940528634361236, 65.9606656580938, 433.0, 0.0, 225.0, 3.0, 1.0, 0.9931192660550459, 0.9943679918450561, 0.9899254698145127
ZOOKEEPER, UnderSampling, None, 5, NaiveBayes, 75.44928419128846, 63.746467501009285, 72.08436724565756, 250.0, 17.0, 208.0, 331.0, 0.9363295880149812, 0.43029259896729777, 0.8556091030789826, 0.24849290257586398
ZOOKEEPER, UnderSampling, None, 5, RandomForest, 75.44928419128846, 63.746467501009285, 72.08436724565756, 538.0, 0.0, 225.0, 43.0, 1.0, 0.9259896729776248, 1.0, 0.8747714609875776
ZOOKEEPER, UnderSampling, None, 5, IBk, 75.44928419128846, 63.746467501009285, 72.08436724565756, 541.0, 0.0, 225.0, 40.0, 1.0, 0.9311531841652324, 0.963855421686747, 0.8830570568392034
ZOOKEEPER, OverSampling, None, 5, NaiveBayes, 75.44928419128846, 63.746467501009285, 72.08436724565756, 254.0, 13.0, 212.0, 327.0, 0.951310861423221, 0.43717728055077454, 0.8947714668196596, 0.265768927804005
ZOOKEEPER, OverSampling, None, 5, RandomForest, 75.44928419128846, 63.746467501009285, 72.08436724565756, 539.0, 0.0, 225.0, 42.0, 1.0, 0.927710843373494, 1.0, 0.8775262118219115
ZOOKEEPER, OverSampling, None, 5, IBk, 75.44928419128846, 63.746467501009285, 72.08436724565756, 550.0, 0.0, 225.0, 31.0, 1.0, 0.9466437177280551, 0.9711417096959266, 0.9083035458702466
ZOOKEEPER, SMOTE, None, 5, NaiveBayes, 75.44928419128846, 63.746467501009285, 72.08436724565756, 253.0, 14.0, 211.0, 328.0, 0.947565543071161, 0.4354561101549053, 0.898213807611398, 0.2614499214969697
ZOOKEEPER, SMOTE, None, 5, RandomForest, 75.44928419128846, 63.746467501009285, 72.08436724565756, 504.0, 0.0, 225.0, 77.0, 1.0, 0.8674698795180723, 1.0, 0.7851500024233026
ZOOKEEPER, SMOTE, None, 5, IBk, 75.44928419128846, 63.746467501009285, 72.08436724565756, 555.0, 0.0, 225.0, 26.0, 1.0, 0.955249569707401, 0.9784203480589023, 0.922587604264405
ZOOKEEPER, UnderSampling, None, 6, NaiveBayes, 80.13180375884794, 65.79348157173317, 72.35872235872236, 251.0, 10.0, 215.0, 338.0, 0.9616858237547893, 0.42614601018675724, 0.8980946991133748, 0.26316063281327223
ZOOKEEPER, UnderSampling, None, 6, RandomForest, 80.13180375884794, 65.79348157173317, 72.35872235872236, 556.0, 0.0, 225.0, 33.0, 1.0, 0.9439728353140917, 1.0, 0.9030469714359962
ZOOKEEPER, UnderSampling, None, 6, IBk, 80.13180375884794, 65.79348157173317, 72.35872235872236, 566.0, 0.0, 225.0, 23.0, 1.0, 0.9609507640067911, 0.9787775891341256, 0.9315270899927585
ZOOKEEPER, OverSampling, None, 6, NaiveBayes, 80.13180375884794, 65.79348157173317, 72.35872235872236, 258.0, 9.0, 216.0, 331.0, 0.9662921348314607, 0.4380305602716469, 0.9447840030182985, 0.27598637569390305
ZOOKEEPER, OverSampling, None, 6, RandomForest, 80.13180375884794, 65.79348157173317, 72.35872235872236, 565.0, 0.0, 225.0, 24.0, 1.0, 0.9592529711375212, 1.0, 0.9286450001095746
ZOOKEEPER, OverSampling, None, 6, IBk, 80.13180375884794, 65.79348157173317, 72.35872235872236, 573.0, 0.0, 225.0, 16.0, 1.0, 0.9728353140916808, 0.9864365214110545, 0.951918604221889
ZOOKEEPER, SMOTE, None, 6, NaiveBayes, 80.13180375884794, 65.79348157173317, 72.35872235872236, 262.0, 16.0, 209.0, 327.0, 0.9424460431654677, 0.44482173174872663, 0.9201735521599698, 0.2618663649293861
ZOOKEEPER, SMOTE, None, 6, RandomForest, 80.13180375884794, 65.79348157173317, 72.35872235872236, 583.0, 0.0, 225.0, 6.0, 1.0, 0.9898132427843803, 1.0, 0.9817238824401087
ZOOKEEPER, SMOTE, None, 6, IBk, 80.13180375884794, 65.79348157173317, 72.35872235872236, 585.0, 0.0, 225.0, 4.0, 1.0, 0.9932088285229203, 0.9958347481607244, 0.9877826390400215
ZOOKEEPER, UnderSampling, None, 7, NaiveBayes, 82.61746319822545, 67.09787649499633, 73.66589327146171, 261.0, 15.0, 212.0, 374.0, 0.9456521739130435, 0.4110236220472441, 0.8927191369801242, 0.22873204189878604
ZOOKEEPER, UnderSampling, None, 7, RandomForest, 82.61746319822545, 67.09787649499633, 73.66589327146171, 601.0, 1.0, 226.0, 34.0, 0.9983388704318937, 0.9464566929133859, 0.999611502306705, 0.9000178953717265
ZOOKEEPER, UnderSampling, None, 7, IBk, 82.61746319822545, 67.09787649499633, 73.66589327146171, 610.0, 1.0, 226.0, 25.0, 0.9983633387888707, 0.9606299212598425, 0.9765583266849354, 0.9248126354493058
ZOOKEEPER, OverSampling, None, 7, NaiveBayes, 82.61746319822545, 67.09787649499633, 73.66589327146171, 265.0, 12.0, 215.0, 370.0, 0.9566787003610109, 0.41732283464566927, 0.9280516146935378, 0.2418994644920963
ZOOKEEPER, OverSampling, None, 7, RandomForest, 82.61746319822545, 67.09787649499633, 73.66589327146171, 608.0, 0.0, 227.0, 27.0, 1.0, 0.9574803149606299, 0.999719032918242, 0.9222401154671139
ZOOKEEPER, OverSampling, None, 7, IBk, 82.61746319822545, 67.09787649499633, 73.66589327146171, 616.0, 1.0, 226.0, 19.0, 0.9983792544570502, 0.9700787401574803, 0.9889208782822853, 0.9416846506152877
ZOOKEEPER, SMOTE, None, 7, NaiveBayes, 82.61746319822545, 67.09787649499633, 73.66589327146171, 270.0, 16.0, 211.0, 365.0, 0.9440559440559441, 0.4251968503937008, 0.9267508411668806, 0.2374373667810588
ZOOKEEPER, SMOTE, None, 7, RandomForest, 82.61746319822545, 67.09787649499633, 73.66589327146171, 619.0, 1.0, 226.0, 16.0, 0.9983870967741936, 0.9748031496062992, 0.9997780013181172, 0.9502258754797731
ZOOKEEPER, SMOTE, None, 7, IBk, 82.61746319822545, 67.09787649499633, 73.66589327146171, 626.0, 1.0, 226.0, 9.0, 0.9984051036682615, 0.9858267716535433, 0.9909604911720836, 0.9704342934756511
ZOOKEEPER, UnderSampling, None, 8, NaiveBayes, 83.80936285279702, 68.23956442831216, 76.30480167014613, 270.0, 16.0, 211.0, 461.0, 0.9440559440559441, 0.3693570451436389, 0.896141306640472, 0.1783462853813871
ZOOKEEPER, UnderSampling, None, 8, RandomForest, 83.80936285279702, 68.23956442831216, 76.30480167014613, 675.0, 0.0, 227.0, 56.0, 1.0, 0.9233926128590971, 1.0, 0.8510183338979945
ZOOKEEPER, UnderSampling, None, 8, IBk, 83.80936285279702, 68.23956442831216, 76.30480167014613, 713.0, 0.0, 227.0, 18.0, 1.0, 0.9753761969904241, 0.9863201094391245, 0.9494230757949941
ZOOKEEPER, OverSampling, None, 8, NaiveBayes, 83.80936285279702, 68.23956442831216, 76.30480167014613, 284.0, 14.0, 213.0, 447.0, 0.9530201342281879, 0.38850889192886456, 0.9212592730976213, 0.19717654415694427
ZOOKEEPER, OverSampling, None, 8, RandomForest, 83.80936285279702, 68.23956442831216, 76.30480167014613, 682.0, 0.0, 227.0, 49.0, 1.0, 0.93296853625171, 1.0, 0.8683512353815519
ZOOKEEPER, OverSampling, None, 8, IBk, 83.80936285279702, 68.23956442831216, 76.30480167014613, 718.0, 0.0, 227.0, 13.0, 1.0, 0.9822161422708618, 0.9892579713987839, 0.9632002269329188
ZOOKEEPER, SMOTE, None, 8, NaiveBayes, 83.80936285279702, 68.23956442831216, 76.30480167014613, 281.0, 14.0, 213.0, 450.0, 0.9525423728813559, 0.3844049247606019, 0.9224886553330481, 0.19416697787236822
ZOOKEEPER, SMOTE, None, 8, RandomForest, 83.80936285279702, 68.23956442831216, 76.30480167014613, 694.0, 0.0, 227.0, 37.0, 1.0, 0.9493844049247606, 1.0, 0.8988765327140664
ZOOKEEPER, SMOTE, None, 8, IBk, 83.80936285279702, 68.23956442831216, 76.30480167014613, 718.0, 0.0, 227.0, 13.0, 1.0, 0.9822161422708618, 0.9899841506113766, 0.9632002269329188
ZOOKEEPER, UnderSampling, None, 9, NaiveBayes, 85.96542205433677, 69.54537772519858, 76.50103519668737, 285.0, 18.0, 209.0, 454.0, 0.9405940594059405, 0.38565629228687415, 0.9126155717036357, 0.18396099782008743
ZOOKEEPER, UnderSampling, None, 9, RandomForest, 85.96542205433677, 69.54537772519858, 76.50103519668737, 690.0, 0.0, 227.0, 49.0, 1.0, 0.9336941813261164, 1.0, 0.8687332567929583
ZOOKEEPER, UnderSampling, None, 9, IBk, 85.96542205433677, 69.54537772519858, 76.50103519668737, 721.0, 0.0, 227.0, 18.0, 1.0, 0.9756427604871448, 0.9857916102841678, 0.9495593550745237
ZOOKEEPER, OverSampling, None, 9, NaiveBayes, 85.96542205433677, 69.54537772519858, 76.50103519668737, 296.0, 13.0, 214.0, 443.0, 0.9579288025889967, 0.40054127198917455, 0.9361740177522906, 0.2072647957586032
ZOOKEEPER, OverSampling, None, 9, RandomForest, 85.96542205433677, 69.54537772519858, 76.50103519668737, 715.0, 0.0, 227.0, 24.0, 1.0, 0.9675236806495264, 1.0, 0.9333398506012178
ZOOKEEPER, OverSampling, None, 9, IBk, 85.96542205433677, 69.54537772519858, 76.50103519668737, 732.0, 0.0, 227.0, 7.0, 1.0, 0.9905277401894452, 0.9955738496479943, 0.9800583915774572
ZOOKEEPER, SMOTE, None, 9, NaiveBayes, 85.96542205433677, 69.54537772519858, 76.50103519668737, 292.0, 13.0, 214.0, 447.0, 0.9573770491803278, 0.395128552097429, 0.9274826679701704, 0.20324754264730674
ZOOKEEPER, SMOTE, None, 9, RandomForest, 85.96542205433677, 69.54537772519858, 76.50103519668737, 735.0, 0.0, 227.0, 4.0, 1.0, 0.9945872801082544, 1.0, 0.9885529426402887
ZOOKEEPER, SMOTE, None, 9, IBk, 85.96542205433677, 69.54537772519858, 76.50103519668737, 736.0, 0.0, 227.0, 3.0, 1.0, 0.9959404600811907, 0.998050705501541, 0.9914016650743825
ZOOKEEPER, UnderSampling, None, 10, NaiveBayes, 83.9390243902439, 70.52157489466802, 82.76385725132877, 505.0, 18.0, 209.0, 585.0, 0.9655831739961759, 0.463302752293578, 0.9111829608374086, 0.19308440215773323
ZOOKEEPER, UnderSampling, None, 10, RandomForest, 83.9390243902439, 70.52157489466802, 82.76385725132877, 1004.0, 0.0, 227.0, 86.0, 1.0, 0.9211009174311927, 1.0, 0.8009728016194616
ZOOKEEPER, UnderSampling, None, 10, IBk, 83.9390243902439, 70.52157489466802, 82.76385725132877, 1059.0, 0.0, 227.0, 31.0, 1.0, 0.9715596330275229, 0.9848623853211009, 0.9217293280650597
ZOOKEEPER, OverSampling, None, 10, NaiveBayes, 83.9390243902439, 70.52157489466802, 82.76385725132877, 521.0, 15.0, 212.0, 569.0, 0.9720149253731343, 0.4779816513761468, 0.9310188740249767, 0.2094984182321612
ZOOKEEPER, OverSampling, None, 10, RandomForest, 83.9390243902439, 70.52157489466802, 82.76385725132877, 1000.0, 0.0, 227.0, 90.0, 1.0, 0.9174311926605505, 1.0, 0.7929715473424972
ZOOKEEPER, OverSampling, None, 10, IBk, 83.9390243902439, 70.52157489466802, 82.76385725132877, 1069.0, 0.0, 227.0, 21.0, 1.0, 0.9807339449541285, 0.9889120155195409, 0.9460859326722328
ZOOKEEPER, SMOTE, None, 10, NaiveBayes, 83.9390243902439, 70.52157489466802, 82.76385725132877, 519.0, 13.0, 214.0, 571.0, 0.9755639097744361, 0.4761467889908257, 0.9308370044052864, 0.21229314614497546
ZOOKEEPER, SMOTE, None, 10, RandomForest, 83.9390243902439, 70.52157489466802, 82.76385725132877, 1048.0, 0.0, 227.0, 42.0, 1.0, 0.9614678899082569, 1.0, 0.8958512989873962
ZOOKEEPER, SMOTE, None, 10, IBk, 83.9390243902439, 70.52157489466802, 82.76385725132877, 1075.0, 0.0, 227.0, 15.0, 1.0, 0.9862385321100917, 0.9924079537647011, 0.9610972715904728
ZOOKEEPER, UnderSampling, None, 11, NaiveBayes, 86.08923884514435, 72.48780487804878, 81.88679245283019, 499.0, 16.0, 224.0, 586.0, 0.9689320388349515, 0.4599078341013825, 0.9001728110599079, 0.20429946630754656
ZOOKEEPER, UnderSampling, None, 11, RandomForest, 86.08923884514435, 72.48780487804878, 81.88679245283019, 1009.0, 11.0, 229.0, 76.0, 0.9892156862745098, 0.9299539170506912, 0.984786866359447, 0.799774197750662
ZOOKEEPER, UnderSampling, None, 11, IBk, 86.08923884514435, 72.48780487804878, 81.88679245283019, 1065.0, 13.0, 227.0, 20.0, 0.9879406307977736, 0.9815668202764977, 0.9634158986175115, 0.9169854665236417
ZOOKEEPER, OverSampling, None, 11, NaiveBayes, 86.08923884514435, 72.48780487804878, 81.88679245283019, 511.0, 15.0, 225.0, 574.0, 0.9714828897338403, 0.47096774193548385, 0.923521505376344, 0.21419617280283532
ZOOKEEPER, OverSampling, None, 11, RandomForest, 86.08923884514435, 72.48780487804878, 81.88679245283019, 1047.0, 13.0, 227.0, 38.0, 0.9877358490566037, 0.9649769585253456, 0.9789804147465437, 0.8753056234718827
ZOOKEEPER, OverSampling, None, 11, IBk, 86.08923884514435, 72.48780487804878, 81.88679245283019, 1080.0, 13.0, 227.0, 5.0, 0.9881061299176578, 0.9953917050691244, 0.9749769585253456, 0.9536028324643995
ZOOKEEPER, SMOTE, None, 11, NaiveBayes, 86.08923884514435, 72.48780487804878, 81.88679245283019, 524.0, 13.0, 227.0, 561.0, 0.9757914338919925, 0.48294930875576036, 0.9290956221198157, 0.2269733498668509
ZOOKEEPER, SMOTE, None, 11, RandomForest, 86.08923884514435, 72.48780487804878, 81.88679245283019, 1085.0, 13.0, 227.0, 0.0, 0.98816029143898, 1.0, 0.9797811059907834, 0.9662132342124102
ZOOKEEPER, SMOTE, None, 11, IBk, 86.08923884514435, 72.48780487804878, 81.88679245283019, 1083.0, 13.0, 227.0, 2.0, 0.9881386861313869, 0.9981566820276497, 0.9720295698924731, 0.9611440748379781
ZOOKEEPER, UnderSampling, None, 12, NaiveBayes, 87.2013183191431, 73.79527559055119, 81.68812589413447, 654.0, 30.0, 226.0, 488.0, 0.956140350877193, 0.5726795096322241, 0.8865870594352014, 0.2688845543426904
ZOOKEEPER, UnderSampling, None, 12, RandomForest, 87.2013183191431, 73.79527559055119, 81.68812589413447, 1068.0, 28.0, 228.0, 74.0, 0.9744525547445255, 0.9352014010507881, 0.9683720309763573, 0.7720141975506026
ZOOKEEPER, UnderSampling, None, 12, IBk, 87.2013183191431, 73.79527559055119, 81.68812589413447, 1119.0, 16.0, 240.0, 23.0, 0.9859030837004406, 0.9798598949211909, 0.9569902035901926, 0.90773151736486
ZOOKEEPER, OverSampling, None, 12, NaiveBayes, 87.2013183191431, 73.79527559055119, 81.68812589413447, 666.0, 28.0, 228.0, 476.0, 0.9596541786743515, 0.5831873905429071, 0.8970111372591943, 0.28222388838179696
ZOOKEEPER, OverSampling, None, 12, RandomForest, 87.2013183191431, 73.79527559055119, 81.68812589413447, 1092.0, 28.0, 228.0, 50.0, 0.975, 0.9562171628721541, 0.9651464672723292, 0.819522141821528
ZOOKEEPER, OverSampling, None, 12, IBk, 87.2013183191431, 73.79527559055119, 81.68812589413447, 1125.0, 16.0, 240.0, 17.0, 0.985977212971078, 0.9851138353765324, 0.9618678852889667, 0.9212179169726258
ZOOKEEPER, SMOTE, None, 12, NaiveBayes, 87.2013183191431, 73.79527559055119, 81.68812589413447, 678.0, 28.0, 228.0, 464.0, 0.9603399433427762, 0.5936952714535902, 0.8974677785683012, 0.2916416065911432
ZOOKEEPER, SMOTE, None, 12, RandomForest, 87.2013183191431, 73.79527559055119, 81.68812589413447, 1141.0, 28.0, 228.0, 1.0, 0.9760479041916168, 0.999124343257443, 0.9584832667469352, 0.9277045268928032
ZOOKEEPER, SMOTE, None, 12, IBk, 87.2013183191431, 73.79527559055119, 81.68812589413447, 1132.0, 16.0, 240.0, 10.0, 0.9860627177700348, 0.9912434325744308, 0.9625896179947461, 0.9372648380705159
ZOOKEEPER, UnderSampling, None, 13, NaiveBayes, 88.65351838324811, 74.80545637645335, 81.68812589413447, 657.0, 29.0, 227.0, 485.0, 0.9577259475218659, 0.5753064798598949, 0.8963937308450087, 0.27323003479245905
ZOOKEEPER, UnderSampling, None, 13, RandomForest, 88.65351838324811, 74.80545637645335, 81.68812589413447, 1091.0, 0.0, 256.0, 51.0, 1.0, 0.9553415061295972, 0.9999965794658494, 0.8868088078870915
ZOOKEEPER, UnderSampling, None, 13, IBk, 88.65351838324811, 74.80545637645335, 81.68812589413447, 1122.0, 0.0, 256.0, 20.0, 1.0, 0.9824868651488616, 0.9908056042031523, 0.9535875064738457
ZOOKEEPER, OverSampling, None, 13, NaiveBayes, 88.65351838324811, 74.80545637645335, 81.68812589413447, 671.0, 27.0, 229.0, 471.0, 0.9613180515759312, 0.5875656742556917, 0.9161917825087565, 0.288199016857379
ZOOKEEPER, OverSampling, None, 13, RandomForest, 88.65351838324811, 74.80545637645335, 81.68812589413447, 1124.0, 3.0, 253.0, 18.0, 0.997338065661047, 0.9842381786339754, 0.9988199157180385, 0.9509058619317252
ZOOKEEPER, OverSampling, None, 13, IBk, 88.65351838324811, 74.80545637645335, 81.68812589413447, 1130.0, 3.0, 253.0, 12.0, 0.9973521624007061, 0.989492119089317, 0.9860442206654991, 0.9646182243984086
ZOOKEEPER, SMOTE, None, 13, NaiveBayes, 88.65351838324811, 74.80545637645335, 81.68812589413447, 671.0, 28.0, 228.0, 471.0, 0.9599427753934192, 0.5875656742556917, 0.911473155647986, 0.28612303290414887
ZOOKEEPER, SMOTE, None, 13, RandomForest, 88.65351838324811, 74.80545637645335, 81.68812589413447, 1142.0, 0.0, 256.0, 0.0, 1.0, 1.0, 1.0, 1.0
ZOOKEEPER, SMOTE, None, 13, IBk, 88.65351838324811, 74.80545637645335, 81.68812589413447, 1142.0, 0.0, 256.0, 0.0, 1.0, 1.0, 1.0, 1.0
ZOOKEEPER, UnderSampling, None, 14, NaiveBayes, 89.77703293500437, 75.58639720801882, 81.75338560228083, 652.0, 26.0, 230.0, 495.0, 0.9616519174041298, 0.5684394071490846, 0.9056386906059285, 0.272777107336966
ZOOKEEPER, UnderSampling, None, 14, RandomForest, 89.77703293500437, 75.58639720801882, 81.75338560228083, 1111.0, 0.0, 256.0, 36.0, 1.0, 0.9686137750653879, 1.0, 0.9184486711660799
ZOOKEEPER, UnderSampling, None, 14, IBk, 89.77703293500437, 75.58639720801882, 81.75338560228083, 1127.0, 0.0, 256.0, 20.0, 1.0, 0.9825632083696599, 0.99128160418483, 0.9536262733769196
ZOOKEEPER, OverSampling, None, 14, NaiveBayes, 89.77703293500437, 75.58639720801882, 81.75338560228083, 667.0, 29.0, 227.0, 480.0, 0.9583333333333334, 0.5815170008718396, 0.9146142109851787, 0.278006885012208
ZOOKEEPER, OverSampling, None, 14, RandomForest, 89.77703293500437, 75.58639720801882, 81.75338560228083, 1135.0, 1.0, 255.0, 12.0, 0.9991197183098591, 0.9895379250217959, 0.9999386987794245, 0.9694522371936053
ZOOKEEPER, OverSampling, None, 14, IBk, 89.77703293500437, 75.58639720801882, 81.75338560228083, 1142.0, 0.0, 256.0, 5.0, 1.0, 0.995640802092415, 0.9983091079991282, 0.9881447105805288
ZOOKEEPER, SMOTE, None, 14, NaiveBayes, 89.77703293500437, 75.58639720801882, 81.75338560228083, 666.0, 27.0, 229.0, 481.0, 0.961038961038961, 0.5806451612903226, 0.9178767981691369, 0.28136740278570405
ZOOKEEPER, SMOTE, None, 14, RandomForest, 89.77703293500437, 75.58639720801882, 81.75338560228083, 1147.0, 0.0, 256.0, 0.0, 1.0, 1.0, 1.0, 1.0
ZOOKEEPER, SMOTE, None, 14, IBk, 89.77703293500437, 75.58639720801882, 81.75338560228083, 1145.0, 0.0, 256.0, 2.0, 1.0, 0.998256320836966, 0.9991485941586749, 0.9952363652414242
ZOOKEEPER, UnderSampling, None, 15, NaiveBayes, 90.71919619249074, 76.21684640046634, 81.69515669515668, 649.0, 28.0, 229.0, 498.0, 0.9586410635155096, 0.5658238884045336, 0.907172831171827, 0.267253918706802
ZOOKEEPER, UnderSampling, None, 15, RandomForest, 90.71919619249074, 76.21684640046634, 81.69515669515668, 1123.0, 1.0, 256.0, 24.0, 0.9991103202846975, 0.979075850043592, 0.9997014712716985, 0.9424616574976886
ZOOKEEPER, UnderSampling, None, 15, IBk, 90.71919619249074, 76.21684640046634, 81.69515669515668, 1126.0, 1.0, 256.0, 21.0, 0.9991126885536823, 0.981691368788143, 0.9889001591022427, 0.9491436681495921
ZOOKEEPER, OverSampling, None, 15, NaiveBayes, 90.71919619249074, 76.21684640046634, 81.69515669515668, 663.0, 27.0, 230.0, 484.0, 0.9608695652173913, 0.5780296425457716, 0.9176569565674624, 0.2798829254191559
ZOOKEEPER, OverSampling, None, 15, RandomForest, 90.71919619249074, 76.21684640046634, 81.69515669515668, 1144.0, 1.0, 256.0, 3.0, 0.9991266375545852, 0.997384481255449, 0.9999117983302745, 0.9905028934382707
ZOOKEEPER, OverSampling, None, 15, IBk, 90.71919619249074, 76.21684640046634, 81.69515669515668, 1146.0, 1.0, 256.0, 1.0, 0.999128160418483, 0.999128160418483, 0.9982088276301907, 0.9952371098348253
ZOOKEEPER, SMOTE, None, 15, NaiveBayes, 90.71919619249074, 76.21684640046634, 81.69515669515668, 667.0, 27.0, 230.0, 480.0, 0.9610951008645533, 0.5815170008718396, 0.9202690829401009, 0.28295766816288037
ZOOKEEPER, SMOTE, None, 15, RandomForest, 90.71919619249074, 76.21684640046634, 81.69515669515668, 1147.0, 1.0, 256.0, 0.0, 0.9991289198606271, 1.0, 0.9998609127515867, 0.9976149544395144
ZOOKEEPER, SMOTE, None, 15, IBk, 90.71919619249074, 76.21684640046634, 81.69515669515668, 1147.0, 1.0, 256.0, 0.0, 0.9991289198606271, 1.0, 0.9980544747081712, 0.9976149544395144
ZOOKEEPER, UnderSampling, None, 16, NaiveBayes, 91.47971216060954, 76.72527763088313, 81.68914123491838, 657.0, 30.0, 228.0, 494.0, 0.9563318777292577, 0.5708079930495221, 0.9068201563857515, 0.2677383394097601
ZOOKEEPER, UnderSampling, None, 16, RandomForest, 91.47971216060954, 76.72527763088313, 81.68914123491838, 1121.0, 0.0, 258.0, 30.0, 1.0, 0.9739357080799305, 0.9998939243933486, 0.9319001266299985
ZOOKEEPER, UnderSampling, None, 16, IBk, 91.47971216060954, 76.72527763088313, 81.68914123491838, 1133.0, 0.0, 258.0, 18.0, 1.0, 0.9843614248479583, 0.9908774978279756, 0.9584222692175282
ZOOKEEPER, OverSampling, None, 16, NaiveBayes, 91.47971216060954, 76.72527763088313, 81.68914123491838, 664.0, 27.0, 231.0, 487.0, 0.9609261939218524, 0.576889661164205, 0.9232079957435058, 0.27915906901191995
ZOOKEEPER, OverSampling, None, 16, RandomForest, 91.47971216060954, 76.72527763088313, 81.68914123491838, 1145.0, 0.0, 258.0, 6.0, 1.0, 0.9947871416159861, 0.9999831626021188, 0.9858929304458396
ZOOKEEPER, OverSampling, None, 16, IBk, 91.47971216060954, 76.72527763088313, 81.68914123491838, 1149.0, 0.0, 258.0, 2.0, 1.0, 0.998262380538662, 0.9984374894766264, 0.995269446803939
ZOOKEEPER, SMOTE, None, 16, NaiveBayes, 91.47971216060954, 76.72527763088313, 81.68914123491838, 666.0, 27.0, 231.0, 485.0, 0.961038961038961, 0.578627280625543, 0.9233847884212583, 0.28068520605039343
ZOOKEEPER, SMOTE, None, 16, RandomForest, 91.47971216060954, 76.72527763088313, 81.68914123491838, 1151.0, 1.0, 257.0, 0.0, 0.9991319444444444, 1.0, 0.999986530081695, 0.9976240381907615
ZOOKEEPER, SMOTE, None, 16, IBk, 91.47971216060954, 76.72527763088313, 81.68914123491838, 1150.0, 1.0, 257.0, 1.0, 0.9991311902693311, 0.9991311902693311, 0.9972150943904525, 0.9952552212770831
ZOOKEEPER, UnderSampling, None, 17, NaiveBayes, 92.0255982192543, 77.14821309790167, 81.99581297976273, 641.0, 29.0, 229.0, 534.0, 0.9567164179104478, 0.5455319148936171, 0.9047831106712848, 0.2455673120531894
ZOOKEEPER, UnderSampling, None, 17, RandomForest, 92.0255982192543, 77.14821309790167, 81.99581297976273, 1140.0, 0.0, 258.0, 35.0, 1.0, 0.9702127659574468, 1.0, 0.9214357881875642
ZOOKEEPER, UnderSampling, None, 17, IBk, 92.0255982192543, 77.14821309790167, 81.99581297976273, 1153.0, 0.0, 258.0, 22.0, 1.0, 0.9812765957446808, 0.9897872340425532, 0.9496770815708232
ZOOKEEPER, OverSampling, None, 17, NaiveBayes, 92.0255982192543, 77.14821309790167, 81.99581297976273, 661.0, 26.0, 232.0, 514.0, 0.9621542940320232, 0.5625531914893617, 0.9233448787728847, 0.2656833011322875
ZOOKEEPER, OverSampling, None, 17, RandomForest, 92.0255982192543, 77.14821309790167, 81.99581297976273, 1152.0, 0.0, 258.0, 23.0, 1.0, 0.9804255319148936, 1.0, 0.9474665718826059
ZOOKEEPER, OverSampling, None, 17, IBk, 92.0255982192543, 77.14821309790167, 81.99581297976273, 1160.0, 0.0, 258.0, 15.0, 1.0, 0.9872340425531915, 0.9962295893122217, 0.9653337203957714
ZOOKEEPER, SMOTE, None, 17, NaiveBayes, 92.0255982192543, 77.14821309790167, 81.99581297976273, 668.0, 26.0, 232.0, 507.0, 0.962536023054755, 0.5685106382978723, 0.9230578921326076, 0.27076019427579573
ZOOKEEPER, SMOTE, None, 17, RandomForest, 92.0255982192543, 77.14821309790167, 81.99581297976273, 1175.0, 0.0, 258.0, 0.0, 1.0, 1.0, 1.0, 1.0
